child_id,fname,lname,age,family_size,num_of_siblings,parents_working_hours,household_income,access_to_technology,number_of_devices,environment_type,school_type
7891,Gabrielle,Wagner,11,5,3,53.40,51950.6,1,3,Urban, Homeschool 
7892,Elaine,Benitez,7,7,5,42.20,7385.57,0,0,  Rural  ,  Public  
7893,Colton,Mcdowell,9,6,4,52.40,22841.62,0,0,Urban,Homeschool
7894,Erika,Todd,11,7,5,38.20,36117.8,1,1,Suburban,Gov
7895,Regina,Fitzgerald,7,2,0,37.50,28356.4,1,3, URBAN ,Private
7896,Miranda,Wright,9,3,1,30.40,36360.58,1,3,URB,Private
7897,,Haney,2,6,3,,,1,2,RUR,Governmental
7898,Alexandria,Herman,8,4,2,69.40,20136.4,1,,Sub-urban,-
7899,misty,Parks,7,2,0,48.40,22403.44,1,5,Sub-urban,unknown
7900,Kathy,Acosta,9,9,7,19.30,,0,0,rural,Public
7901,Cory,Estrada,7,7,4,33.50,19972.19,1,1,City,public
7902,Brenda,Luna,13,2,0,50.40,28657.92,1,3, Urban ,private
7903,Antonio,AYALA,11,7,5,42.80,16700.39,,,  Rural  ,Public
7904,Alexandra,  Olson   ,15,9,7,42.50,40625.8,1,3, Urban ,PVT
7905,Veronica,Sweeney,17,5,3,32.90,21876.26,1,4,SUBURBAN,Public
7906,Charlene,Liu,13,2,0,35.30,,1,3,Urban,PRIVATE
7907,Jonathon,Robles,12,4,2,31.00,58481.09,1,4, URBAN ,Private
7908,,Paul,13,7,5,57.80,22554.73,1,, City ,Governmental
7909,,Cortez,12,4,2,46.30,33149.95,1,,Urban,Public
7910,Meredith,Salazar,11,6,4,,,1,2,Urban,Private
7911,Crystal,Taylor,10,3,1,42.90,20902.26,1,2,URBAN,  Gov  
7912,Bonnie,Lara,7,2,0,42.90,19707.28,1,, Urban ,Public
7913,Bailey,Nunez,14,3,1,44.20,52294.32,1,2, Suburban ,Priv
7914,Adam,Meadows,10,4,2,40.70,43488.79,1,4,Urban,private 
7915,Joshua,Burns,16,3,1,32.30,53669.1,1,4,urban,Private
7916,Judith,Boone,14,4,2,36.00,35365.33,1,2,  city  ,Public
7917,Jack,  Fitzpatrick   ,8,8,6,23.90,25843.41,1,4,Urban,Public
7918,Grace,Harrington,15,6,4,,14213.71,,,Urban,Public
7919,Sheri,Wilkins,3,10,8,43.60,32056.96,1,2,  URBAN  ,HOMESCHOOL
7920,Carolyn,Murillo,17,2,0,41.60,58550.87,0,0,Urban,Public
7921,,Khan,6,10,8,42.70,,1,3,Rural,PVT
7922,Alicia,Mcclure,12,3,1,59.40,53579.19,1,4, city ,public
7923,Grace,Galloway,12,5,3,53.00,45842.76,1,5,urban,Public
7924,Ebony,livingston,15,2,0,51.30,86343.43,1,3,Sub-urban,International
7925,Carly,Buckley,9,2,0,23.90,,,,Urban,Public
7926,Krista,Gutierrez,3,3,0,31.10,33759.56,0,0, Urban ,PUBLIC
7927,Arthur,Green,9,2,0,32.70,17761.32,,,Urban,Public
7928,Julie,,10,5,3,38.40,,1,6,suburban,PRIVATE
7929,Roger,Carrillo,3,6,3,15.60,12658.12,1,,Rural,Homeschool
7930,Ariel,Simmons,11,2,0,62.70,51775.7,1,3,URBAN,International
7931,Cindy,  Sandoval   ,7,3,1,,"13,398.04",,,Rural,Public
7932,Darin,Coleman,13,2,0,49.90,32245.89,0,0,Suburban,Private
7933,Bethany,Ross,10,3,1,37.60,24108.4,1,,SUB,Public
7934,Kendra,Frazier,18,7,5,46.00,29508.05,1,4,Urban,Public
7935,,Tran,10,11,9,39.70,20609.29,1,1,Rural,Governmental
7936,Brianna,Bishop,12,3,1,56.80,49302.46,1,4,Urban,  Homeschool  
7937,Bailey,Higgins,10,4,2,,27997.67,1,1,URBAN,Public
7938,Olivia,Lloyd,5,2,0,,41783.18,1,2,N/A,International
7939,Zachary,Branch,10,5,3,27.40,30357.79,1,4,Rural,Private
7940,Tammy,Bowers,13,2,0,28.30,23637.53,1,1,Urban,public
7941,Ruben,Kemp,13,7,5,42.80,,1,,  URB  , Int. 
7942,Jaclyn,Beltran,9,6,4,43.10,25844.4,1,5,  Rural  ,Public
7943,Thomas,Wagner,5,3,1,27.60,20185.52,0,0,Suburban,Private
7944,Raven,Wallace,13,7,5,40.60,35872.02,1,8,Suburb,Governmental
7945,Mary,  Chen   ,12,3,1,56.80,52634.87,0,0,Urban,private
7946,,Logan,14,3,1,54.10,,1,4,City,home-school
7947,Dominique,Petersen,10,4,2,,19168.62,0,0,RURAL, Public 
7948,Alan,Gomez,4,5,3,32.30,,1,1,URB,Public
7949,Carly,,12,3,1,52.30,15032.27,0,0,Suburb,  PUB  
7950,Krystal,Logan,10,4,1,,37168.9,1,2,SUBURBAN,NA
7951,Philip,,16,4,1,40.30,approx 10.0k,0,0,countryside,Governmental
7952,Jackie,Vaughn,11,6,4,53.00,,1,4, Suburban ,Public
7953,Luis,Hoffman,10,4,1,,"48,368.51",1,1,Urban,HOMESCHOOL
7954,Aaron,Little,12,4,2,39.20,24054.14,1,2,Suburban,PUBLIC
7955,Henry,BISHOP,8,6,4,28.10,6499.19,0,,RURAL,Public
7956,Ashlee,Roth,8,6,4,47.20,,,,Rural,null
7957,Carlos,Parks,10,10,7,59.80,,1,2,Urban,  PRIVATE  
7958,Angelica,Mora,7,2,0,,"$59,357",1,1,Urban,International
7959,Mark,Colon,10,6,4,28.10,8144.52,,,SUB,Public
7960,Brandon,Garcia,17,3,1,36.60,26754.18,1,1,Sub-urban, INTL 
7961,Misty,Atkins,14,4,2,18.70,,0,0,Urban,Public
7962,Johnny,Cook,12,8,6,24.50,31249.15,1,1, city ,Private
7963,Michele,Solomon,16,5,3,26.00,27272.59,0,0,N/A,International
7964,Chris,Middleton,8,2,0,47.50,108903.21,1,4,Urban,Private
7965,Curtis,Gordon,18,3,1,35.10,22107.3,0,0, URBAN ,PUBLIC
7966,Jeanette,Bradford,9,7,5,35.80,30541.36,1,2,Rural,home-school
7967,Cassandra,Horton,18,2,0,42.30,44574.9,1,4,N/A,Private
7968,Troy,Forbes,18,3,1,57.10,26710.47,1,3,Urban,Public
7969,Ebony,Willis,4,4,2,44.80,27319.81,0,,Suburb,Governmental
7970,Tammy,Briggs,16,7,5,41.70,29740.42,1,2,Urban,Public
7971,Annette,Berry,9,5,2,,16999.36,1,4,Sub-urban,NULL
7972,Jacob,Parks,8,5,3,28.80,10865.52,0,0,Rural,  Public  
7973,Daniel,Simon,12,3,1,41.10,23732.29,1,,  City  ,PUBLIC
7974,Sara,petty,7,5,3,27.00,9171.68,0,0,countryside,Gov
7975,Tonya,Kane,12,4,2,20.60,22579.22,1,2,Urban,private 
7976,Madeline,Guerrero,7,5,3,,22982.62,1,2,  Suburban  ,Governmental
7978,Malik,Garcia,15,4,2,37.90,32663.91,1,3,  Suburban  ,N/A
7979,Kenneth,Salinas,12,2,0,,,1,7,URB,Home School
7980,Marc,Bowman,9,6,4,41.00,,1,5,URB,PUB
7981,Joanna,Cole,12,2,0,,37573.6,1,4,Urban,PUB
7982,Steve,Roth,5,3,1,30.60,45937.26,1,3,Urban,Public
7983,Riley,Floyd,7,6,4,54.00,22760.39,1,2,Urban,PVT
7984,Judy,Dunn,9,6,3,,17318.99,1,2,urban,Public
7985,Caleb,Collins,13,2,0,58.40,20021.35,1,2,Suburban,Gov
7986,Makayla,Kennedy,12,4,2,,26906.89,1,3,City,Homeschool
7987,Marissa,Mcclain,12,5,3,,"55814,38",1,4,Urban,private
7988,Lucas,Silva,10,4,1,31.20,37480.66,1,4,Suburb,  Public  
7989,Bill,Mcneil,8,5,3,30.90,29679.03,1,1,URB,Public
7990,Bruce,Waters,16,2,0,49.40,,1,5,Suburban, International 
7991,Dakota,Blair,8,2,0,52.60,25106.19,0,0,Suburban,public
7992,Stacey,Stevenson,12,4,2,43.50,55691.2,1,2,suburban,home-school
7993,Zoe,Vincent,10,5,3,49.80,58203.14,1,4,Urban,Private
7994,Zachary,Li,13,2,0,35.20,approx 48.2k,1,,Suburban,Public
7995,Bridget,Harvey,8,4,2,35.50,30535.31,1,1, Sub-urban , Public 
7996,Lance,West,14,4,2,47.00,27288.38,0,0,Suburban,Private
7997,  Henry   ,Foley,15,4,2,,25663.73,1,2,,Public
7998,Maria,Choi,14,8,6,48.20,27380.5,0,,  Rural  ,HS
7999,Eddie,Foley,11,3,1,33.00,19261.73,1,1,Urban,Public
8000,Brittney,,9,2,0,,25729.02,1,2,URB,  International  
8001,Maurice,,18,3,1,39.70,64012.31,1,3,Suburban,PVT
8002,Darrell,Fowler,7,3,1,,36057 EGP,1,1, Suburban ,Private
8003,George,Hurley,14,5,3,62.90,43250 EGP,1,2, Suburban ,Public
8004,Jesus,Preston,12,6,4,37.10,,0,0,City,PUBLIC
8005,Meghan,Chavez,10,3,1,42.40,23444.1,1,4,city,PVT
8006,Bryce,Benson,11,3,1,54.20,30748.85,1,4,Suburban,Public
8007,Anna,Middleton,9,4,2,48.10,25013.95,1,2,Suburban,private
8008,Karen,Wallace,12,2,0,46.60,,0,0,Urban, Gov 
8009,Briana,Rivera,12,6,4,42.30,26052.41,0,3,Rural,Private
8011,Peggy,Miller,14,6,4,43.20,21874.07,0,2,Sub-urban, INTERNATIONAL 
8012,Gary,Gray,12,6,4,25.80,26573.04,1,2,  Rural  ,PRIVATE
8013,Leslie,Lewis,13,5,3,38.00,approx 90.8k,1,5,Urban,INTL
8014,Keith,Hull,0,3,1,42.80,68797.98,1,1,urban,Private
8015,,Garrison,7,2,0,34.50,26047.42,1,2,Urban,Public
8016,Kaylee,Alvarez,10,4,2,31.90,16204.79,1,,urban,Public
8017,kaitlyn,Hampton,4,9,7,,33744.98,1,2,Urban,Private
8018,Derek,Mccarty,13,4,2,52.60,93044.65,1,-3,Suburban,Private
8019,Breanna,wu,14,4,2,59.30,53419.39,1,2,Suburban,PVT
8020,Gabriel,Phillips,7,3,1,,29633.06,1,5,URB,Public
8021,Anita,Shepherd,16,5,3,,60429.67,1,1,Suburban,private 
8022,Joel,Coffey,8,3,1,33.50,48668.66,0,0,  Suburban  ,Private
8023,,  Sullivan   ,9,6,3,53.90,,0,0,Suburban,Public
8024,,Mcintosh,11,9,7,,30757.79,1,1,rural,Public
8025,Alexander,Cross,16,2,0,30.80,31739.54,1,6,Urban,PUBLIC
8026,Alexis,Erickson,7,6,4,46.70,18460.34,1,1,Urban,Gov
8027,Lisa,Trevino,12,4,1,,,0,,Rural,Public
8028,Johnny,Unknown,13,2,0,,37341.04,1,4,URB,Private
8029,Kathryn,Solomon,13,2,0,23.00,,0,0,Sub-urban, Homeschool 
8030,Elaine,Simmons,13,7,5,69.20,27835.19,1,4,Urban,Public
8031,jesse,Hardy,13,5,3,31.70,24786.73,1,3,NULL,Homeschool
8032,Brandy,Huber,9,3,1,51.70,39631.95,1,1,  SUBURBAN  ,Private
8033,  Bethany   ,Fuller,17,5,3,44.30,21681.96,1,1,Suburban,Homeschool
8034,Kenneth,Clark,10,3,1,44.30,,,,Urban,Governmental
8035,Casey,Cowan,10,2,0,,,0,0,Rural,PUBLIC
8036,Morgan,Terrell,15,4,2,41.00,10193.55,,,Village,Gov
8037,Tim,Beck,8,9,7,60.90,,1,1,Suburban, Homeschool 
8038,Tanya,Meyer,12,12,10,42.70,32833.39,0,0,rural,Public
8039,Kayla,Yoder,8,5,3,35.80,26687.76,0,0,Rural,unknown
8040,Sean,Knight,18,8,6,29.40,15035.72,,,Suburban,public
8041,Aaron,Wilkins,18,4,2,40.70,,0,0,Suburban,  Public  
8042,Jade,Welch,10,5,3,37.30,approx 24.2k,1,,SUB,Private
8043,Cynthia,Schmidt,12,7,5,30.10,,0,0,RURAL,Public
8044,Tanner,Austin,11,4,2,41.50,22400.66,1,3,suburban,Public
8045,Sandra,Castro,25,3,0,34.30,30908.39,1,1,Urban,PUBLIC
8046,Caitlin,Kirby,11,3,1,43.50,35153.08,1,2,Urban,Private
8047,Patricia,Cantrell,10,2,0,33.20,30855.63,1,2,SUBURBAN,PUB
8048,Molly,Robinson,5,4,1,49.40,11165.62,0,0,  Rural  , HOMESCHOOL 
8050,Gregory,Mcguire,10,7,4,,34693.32,1,3,Rural,Priv
8051,Carlos,snyder,120,3,1,56.10,9382.41,1,1,city,Public
8052,Denise,Knapp,10,8,5,36.90,35565.56,1,,URB,Gov
8053,Marvin,Austin,9,2,0,29.90,8972.55,0,,RURAL,Governmental
8054,Amber,Joyce,14,4,2,41.30,37128.55,1,4, Rural ,International
8055,Madeline,Gilbert,12,4,2,53.10,40108.96,1,1,Suburban,-
8056,Unknown,Adams,16,6,4,24.60,,1,1,Rural,Public
8057,  Rachael   ,Brooks,12,9,7,41.50,,1,,Rural,Public
8058,Joyce,Garza,10,6,4,23.70,19833.05,1,1,Rural,Public
8059,Erica,Conrad,13,4,2,58.90,21085.66,1,1,Rural,Public
8060,Jesus,Coleman,3,5,3,30.30,,,,Urban,Public
8061,Shawn,DOUGHERTY,18,4,1,11.60,32227.66,1,2,URB,International
8062,Spencer,Bishop,11,3,1,62.20,,1,2,City,Governmental
8063,Darius,Galvan,18,3,1,,"13660,59",,,Urban,Governmental
8064,Gregg,Franklin,7,5,3,,41402.27,1,1,City, Private 
8065,Hector,Unknown,6,2,0,30.80,31408 EGP,1,,Urban, Public 
8066,Terri,Pace,12,4,2,34.60,63557.33,1,3,City,International
8067,Regina,Stephens,12,7,5,29.80,20389.9,0,0,SUB,PUBLIC
8068,Valerie,Valentine,12,4,2,48.40,32784.34,1,3,Urban,Public
8070,Sabrina,Newman,8,2,0,9.10,"$6,348",0,0,City,PUBLIC
8071,Peter,,5,4,2,38.80,,1,2,Urban,Public
8072,Henry,Sosa,12,3,1,44.90,26835.03,0,0,Suburban,Private
8073,Tasha,Guerra,6,6,4,19.30,4693.45,0,0,RUR,  Homeschool  
8074,Aaron,Horton,6,5,3,53.50,37079.46,1,1, Suburb ,Intl
8075,Brandi,Clay,9,2,0,18.80,26828.72,1,3,Suburban,Int.
8076,Lynn,,12,4,2,33.10,17928.11,,,  Rural  ,NULL
8077,Brooke,Wallace,18,5,3,52.80,38049.93,1,3,Suburban,  Private  
8078,,Chang,14,5,3,,approx 23.7k,0,0,URB, Public 
8079,Lindsay,Caldwell,16,2,0,31.20,"$30,449",1,2,URBAN,Public
8080,TRACEY,Vaughan,13,3,1,,41183.7,1,3,Suburban,Public
8081,Jenna,Padilla,12,5,2,28.80,26383.95,1,5,Suburban,Public
8082,Bobby,Flowers,18,7,5,43.90,,0,0,Rural,Public
8083,Mason,Dawson,6,2,0,,30587.86,1,5,URB,home-school
8084,Phyllis,Hunter,9,3,1,52.70,17768.18,,,Rural,International
8085,Marco,Hudson,9,6,4,55.60,41995.44,1,2,Suburban,Public
8087,Pamela,love,7,4,2,33.10,,0,0, Suburban ,Governmental
8088,Ashley,Le,13,4,2,42.30,17394.67,0,0,Urban,Public
8089,Earl,,13,3,0,33.00,65738.36,1,2,Urban,international
8090,Evelyn,Marsh,13,5,3,59.30,34859.83,1,1,Urban,private 
8091,Annette,Andrade,13,8,6,44.60,63917.24,1,3,URB,Private
8092,Chelsea,Brock,16,5,3,60.20,39932.2,1,6,countryside,INTL
8093,Alejandro,Everett,10,7,4,52.60,19752.81,1,,URB,PUBLIC
8094,Cesar,Hart,12,7,5,38.30,18939.79,1,2,  URB  ,Public
8095,Cheryl,Johnson,8,3,1,42.40,27716.18,1,1,city,  PUB  
8096,Zoe,Copeland,7,7,5,42.90,35879.5,0,0,Suburban,PVT
8097,Austin,Wheeler,17,5,3,38.30,,1,2,Urban,PUB
8098,Brooke,Duarte,8,2,0,,38184.86,1,2,Urban,Public
8099,Molly,Hicks,13,3,1,29.20,21425.48,1,2,Rural,Public
8100,Lynn,Juarez,12,3,1,41.50,,0,0,Urban,Public
8101,Kendra,Decker,15,5,3,40.50,9417.4,,, Rural ,PUB
8102,Ebony,Gregory,5,5,3,27.40,37967.04,1,,Urban,N/A
8103,Lindsay,Unknown,14,5,3,,80030.05,1,2, Suburban ,Private
8104,Duane,Shaffer,10,6,4,,21759.94,1,3,Suburban,Public
8105,Jeanette,Proctor,8,5,3,,35644.93,0,0,Urban,NA
8106,Maurice,Ramos,10,4,2,33.30,18347.47,,,Sub-urban,PUBLIC
8107,Steve,Harding,14,2,0,32.00,33862.67,1,5,City,public
8108,Joy,Morrison,13,3,1,,21079.15,1,5,Urban,PUBLIC
8109,Cheyenne,Clark,10,4,2,31.20,,,,Rural,Governmental
8110,Jack,Long,6,11,9,58.90,65973.67,1,3,Rural,Private
8111,Vincent,Rodgers,7,4,2,20.70,31536.15,1,4,Urban,private
8112,Debbie,Shannon,13,3,1,26.20,10825.99,,,Suburban,public
8113,Jade,Woodward,6,3,1,45.20,42343.26,1,8,  URB  , Private 
8115,Nancy,Hurst,18,6,4,42.80,43110.66,1,2,Urban,International
8116,Madeline,,12,3,0,,23220.13,0,0,  Suburban  ,Private
8117,Brenda,Charles,13,3,1,26.60,approx 15.5k,0,0, Suburban , Public 
8118,Gene,Terry,7,8,6,26.70,15661.69,,,suburban,Unknown
8119,Cristian,Cowan,6,7,5,23.10,15454.33,1,,Rural,NA
8120,Michaela,Landry,13,5,3,27.20,,0,,,  Homeschool  
8121,Katherine,Spencer,9,4,2,48.60,21872.36,1,1,URB,Public
8122,Melanie,Franklin,15,2,0,43.50,,1,6,City, PVT 
8123,Keith,Brown,11,3,1,35.00,42473.77,1,2,Suburban,private
8124,Glen,Rocha,18,4,2,29.40,59685.63,1,3,  urban  ,Private
8125,Nancy,Rios,9,5,3,32.80,19271.76,0,0,Urban,Homeschool
8126,Madison,Robertson,12,2,0,34.20,17918.0,1,3,urban,Public
8127,Elijah,Vasquez,8,4,2,,approx 31.0k,1,1,Urban,Gov
8128,dominique,Taylor,15,4,2,45.40,32152.28,0,0,SUB,private 
8129,Jamie,Hale,12,6,4,31.10,"$26,618",1,1,Suburban,home-school
8130,Marcus,Kemp,7,3,1,32.90,30969.72,0,0,Suburban,Private
8131,Diana,  Sims   ,10,8,6,41.90,41018.56,1,,rural, Public 
8132,Adam,Wolfe,16,6,4,43.80,15212.7,0,0,Rural,Homeschool
8133,Sonia,Andrade,15,10,8,,46347.64,1,1,  Urban  ,Public
8134,MEREDITH,Gamble,6,2,0,33.50,34026.02,1,4,Suburban,International
8135,Lynn,,9,7,5,,31332.99,0,0,City,Private
8136,Anne,Chan,17,5,3,23.90,26070.77,0,0,RURAL,Public
8137,Chelsea,Massey,10,5,3,48.60,16774.66,0,,SUB,n/a
8138,Felicia,baldwin,12,3,1,46.00,17448.51,1,,City, Public 
8139,Jerry,Snyder,15,4,2,37.50,32470.22,1,4,suburban,Public
8140,Sierra,Little,6,3,1,32.40,,0,0,SUBURBAN,unknown
8141,Johnny,Hayes,7,6,4,56.20,,1,,RUR,Homeschool
8142,Craig,Chapman,10,5,3,27.60,15986.63,1,3,City,PUBLIC
8143,Danny,  Mora   ,15,4,2,,68518.64,1,5,Urban,Int.
8144,Sabrina,  Huerta   ,15,9,6,43.40,13794.9,1,2,Rural,Public
8145,Diana,Beltran,13,5,3,,66123.34,1,-2, URBAN ,private
8146,Kelsey,Smith,10,3,1,42.80,26477.48,1,2,Urban,NA
8147,Matthew,Reyes,15,2,0,31.60,22260.14,0,0, SUBURBAN ,PUB
8148,Jonathan,Miller,10,7,4,37.80,41202.51,1,2,  Suburban  ,Private
8149,Whitney,Greene,13,2,0,41.10,34931.07,1,5,Urban,PVT
8150,Aaron,Franco,14,6,4,23.70,28661.63,1,1,Urban,Public
8151,Brittany,Huber,17,5,3,,23807.19,0,0,urban,PUB
8152,Christy,Adkins,11,3,1,44.20,23932.7,0,0,Urban,PVT
8153,Regina,Brown,10,2,0,42.70,108732.44,1,,  City  ,Private
8155,Bonnie,Gilmore,16,9,7,,,0,0,suburban,Public
8156,Brent,Duran,9,3,1,54.60,48887.97,1,2,Suburban,Private
8157,Dennis,Ruiz,-5,4,2,45.10,54503.8,1,5,city, International 
8158,Johnny,Perry,15,4,2,14.00,17901.23,,, Urban ,Public
8159,Alan,Clarke,5,5,3,41.50,,1,2,URB,Public
8160,Victor,  Davis   ,5,7,5,,59860.99,1,7,Urban,Private
8161,Penny,Mcgee,10,6,4,56.40,,,,Rural,homeschool
8162,Alejandro,Haas,11,2,0,68.20,22694.78,0,0,Urban,Private
8163,Brianna,Lang,7,2,0,43.40,18085.51,0,0,Rural,Public
8164,kristy,Boyd,11,4,2,56.20,14186.78,0,0,Suburban,Gov
8165,Charlene,Keller,11,4,2,50.20,42550.14,1,3,SUB,Private
8166,Trevor,Alvarez,9,7,5,41.10,17352.86,0,,Rural,Governmental
8167,Xavier,BERRY,18,4,2,28.90,15754.49,0,0,  Suburban  ,Public
8168,,Zamora,12,5,3,47.10,,0,0,Suburban,Public
8169,Christie,Little,15,3,1,47.90,60678.1,1,7,Urban,Public
8170,Arthur,,5,3,1,,,1,3,Suburban,  Public  
8171,Melissa,Wheeler,5,5,3,,41687.61,1,7,URBAN,Unknown
8172,Nicholas,Allen,12,7,5,39.10,29569.8,1,2,Urban,?
8173,Benjamin,Schmidt,17,3,1,18.40,,0,0, Rural ,Public
8174,Jorge,Wagner,7,7,5,33.00,38590.61,1,1,Suburb,INTERNATIONAL
8175,Bruce,  Guerra   ,11,3,1,42.80,53670.39,0,0,URB,International
8176,Caitlyn,Little,6,7,5,43.40,47256.11,0,0,RUR,Homeschool
8177,Unknown,Barton,8,2,0,41.50,,0,0,Urban,Unknown
8178,Walter,Sawyer,11,5,3,27.80,,0,0,Rural,Public
8179,Dustin,Flowers,9,7,5,50.80,36369.87,1,3,Suburban,Public
8180,Michael,Sanders,6,3,1,46.70,21383.45,1,2,Urban,Public
8181,Mary,Krause,6,3,1,48.00,13541.25,0,0,Urban,public
8182,Erika,Sanchez,4,2,0,15.40,18199.37,1,,RURAL,Public
8183,Darrell,Velez,12,5,3,45.50,23222.67,1,2,null, Public 
8184,  Jade   ,Byrd,13,2,0,52.00,8502.33,0,,rural,Governmental
8185,Jill,Escobar,13,4,2,46.00,28409.06,1,3,City,Public
8186,Lorraine,Solomon,7,3,0,38.50,40602.15,1,2,Urban,Private
8187,Sandra,Harrison,14,6,4,51.80,,1,2,  Suburban  ,Public
8188,Courtney,Richardson,13,5,3,,28293.27,0,0,Sub-urban,Private
8189,  Carrie   ,FRANCO,11,3,1,53.00,,0,0,Urban,International
8190,Tiffany,Barber,10,3,1,11.90,10094.43,0,0,suburban,Public
8191,Madison,Griffin,8,4,2,,28905.49,1,4,  Urban  ,Public
8192,Heidi,Mora,11,2,0,46.60,33927.37,1,3,Urban,
8193,Tamara,Tucker,16,6,4,31.40,13934.64,0,,Rural,Homeschool
8194,Guy,Walker,15,2,0,55.40,16216.96,0,0,Suburban,Public
8195,Norman,,10,3,1,24.40,,0,0,  Suburban  ,PUBLIC
8196,Bradley,Harrington,12,4,2,47.50,21777.58,1,2,Suburban, Public 
8198,Wayne,Perez,13,3,1,,68869.73,1,2,Urban,Priv
8199,Gavin,Cantrell,8,7,5,48.10,35521.66,1,3,countryside,Priv
8201,Amanda,Schmidt,18,5,2,36.80,10233.04,0,0,Rural,  Home School  
8202,Collin,Liu,8,4,2,42.60,,1,5,Suburban,Priv
8203,  Bill   ,Peck,120,4,2,,52333.82,1,1,N/A,Private
8204,Oscar,Nunez,12,5,3,28.20,17470.23,0,4,Urban,Public
8206,Reginald,Fitzpatrick,8,2,0,26.50,,,,Urban,Public
8207,Gabrielle,Gibson,18,3,1,39.80,29794.2,1,2,Sub-urban,Public
8208,Norman,,12,4,2,,20870.73,1,,URBAN, Public 
8209,Unknown,Huff,8,4,2,43.90,32879.58,1,,urban,Public
8210,Javier,Campos,10,3,1,22.60,,,,Suburban,PUB
8211,Rebekah,Jacobs,12,3,1,35.80,12104.93,1,2, Urban , public 
8212,Alexandria,Conway,10,2,0,59.70,163416.09,1,11,Urban,International
8213,Jenny,Kennedy,12,3,1,34.60,26585.94,1,2, Suburban ,Public
8215,Russell,Santos,6,6,4,,68184.82,1,3,Urban,PRIVATE
8216,  Sue   ,Watts,13,4,2,53.30,12093.42,0,0, Urban ,HOMESCHOOL
8217,Lisa,Lamb,10,8,6,42.40,31225.22,1,1,Suburban, Public 
8218,Mercedes,Peterson,9,2,0,46.30,8417.24,0,0,Rural,PUBLIC
8219,Francisco,Campos,14,5,2,48.20,25262.87,1,2, Urban ,private
8220,Ross,MCINTOSH,5,2,0,55.50,9075.25,1,2,Sub-urban,Public
8221,Hector,Mendez,3,6,3,50.00,12508.65,0,0,Urban,Private
8222,Darius,Mason,11,5,2,42.70,15992.35,0,0,Sub-urban,PUBLIC
8223,Anne,Maxwell,10,4,1,38.90,22022.93,1,1,Urban,PRIVATE
8224,Alisha,,6,4,2,27.90,17524.5,,,rural,  HS  
8225,ERICA,Grant,4,5,3,25.20,14473.81,0,0,Suburban,Public
8226,Tyler,Hull,17,6,4,33.70,27781.33,1,,Suburban,PUBLIC
8227,Kiara,,999,3,1,31.20,55529.56,1,2,  Urban  ,Priv
8228,Eileen,Walls,11,4,2,33.80,19943.12,0,0,Village,Governmental
8229,Philip,Contreras,18,2,0,35.00,28651.83,1,4, Urban ,Public
8230,Sara,Foster,14,7,5,51.40,30880.98,1,,Suburban,Public
8231,Angelica,Leon,17,2,0,46.90,11623.22,0,,Suburban,Public
8232,Sherri,Le,6,3,1,31.10,43200.35,1,2,Suburban,homeschool
8233,Morgan,Diaz,6,2,0,19.30,13244.03,1,1,Suburban,  Public  
8234,  Tyler   ,Cummings,13,9,7,39.80,,1,4,Suburban, Public 
8235,Jenny,Ramos,12,2,0,47.60,39101.43,1,4,Suburban,Public
8236,Jose,Pena,15,5,3,22.30,40380.78,0,0,URB,Priv
8237,Lori,,5,4,2,68.10,41359.35,1,5,Urban,PUBLIC
8238,Billy,Thornton,13,5,3,46.10,25564.49,0,0,Suburb,Private
8239,Helen,Hooper,14,3,1,37.00,,0,0, Suburban ,Public
8240,Mary,Cherry,14,8,6,25.90,15245.24,1,,Suburban,  Public  
8241,,Joyce,9,8,6,56.30,67054.81,1,4,Suburban,HS
8242,Annette,Clarke,12,4,2,36.10,27087.22,1,1,suburban,private
8243,Sophia,Salinas,8,4,2,21.80,16103.45,,,Urban,Gov
8244,Jenny,Figueroa,9,6,4,39.10,39505.34,1,5,  city  ,International
8245,Curtis,Church,7,2,0,,20714.43,0,0, Village ,public
8246,Theresa,Stuart,8,4,2,,24806.56,0,,URBAN,Public
8247,Sheila,Morse,10,5,3,53.40,18143.86,0,0,Urban,Public
8248,Rita,Sloan,9,5,3,38.20,38352 EGP,1,1,SUBURBAN,International
8249,,,25,6,4,39.00,50027.39,1,3,Urban,Priv
8250,Crystal,,6,3,1,41.50,35501.07,1,1,Urban,Private
8251,Carolyn,Kent,18,2,0,35.30,26618.16,1,1,suburban,Home School
8252,Kurt,Wiggins,9,3,1,43.60,,,,Sub-urban,Public
8253,Douglas,Buchanan,12,4,2,32.50,22335.04,0,0,Rural,Public
8254,Katrina,Fischer,4,12,10,28.20,12099.5,,,Rural, Gov 
8255,Maurice,Shaw,15,7,5,38.60,12709.94,,,Suburban, Public 
8256,Tamara,Roy,11,8,6,46.70,31859.1,0,,Rural,PUBLIC
8257,Bobby,Cross,9,6,4,28.20,16874.43,1,4,City,Public
8258,Brenda,Fernandez,9,2,0,35.60,,0,0,unknown,Public
8259,Jon,Brooks,14,3,1,58.30,52573.03,1,6,Suburban,NA
8260,Ellen,Elliott,3,2,0,62.70,,0,,Suburban,public
8261,Jason,Owens,8,4,2,53.20,23996.02,0,0, Urban ,Gov
8263,Laura,Harper,10,2,0,37.50,19968.47,1,,Urban,Public
8264,Melvin,Clarke,18,6,4,57.80,101036.67,1,7,URBAN,INTL
